"","lab","subid","diff","stimulus_num","method","age_group"
"1","babylabbrookes","babylabbrookes_mb14",6.74,1,"singlescreen","12-15 mo"
"2","babylabbrookes","babylabbrookes_mb14",11.77,2,"singlescreen","12-15 mo"
"3","babylabbrookes","babylabbrookes_mb14",3.48,3,"singlescreen","12-15 mo"
"4","babylabbrookes","babylabbrookes_mb14",4.76,4,"singlescreen","12-15 mo"
"5","babylabbrookes","babylabbrookes_mb14",0.68,5,"singlescreen","12-15 mo"
"6","babylabbrookes","babylabbrookes_mb14",9.45,6,"singlescreen","12-15 mo"
"7","babylabbrookes","babylabbrookes_mb14",0.760000000000001,7,"singlescreen","12-15 mo"
"8","babylabbrookes","babylabbrookes_mb14",NA,8,"singlescreen","12-15 mo"
"9","babylabbrookes","babylabbrookes_mb15",0,5,"singlescreen","12-15 mo"
"10","babylabbrookes","babylabbrookes_mb15",-4.15,7,"singlescreen","12-15 mo"
"11","babylabbrookes","babylabbrookes_mb15",-7.89,1,"singlescreen","12-15 mo"
"12","babylabbrookes","babylabbrookes_mb15",-10.13,3,"singlescreen","12-15 mo"
"13","babylabbrookes","babylabbrookes_mb15",14.81,2,"singlescreen","12-15 mo"
"14","babylabbrookes","babylabbrookes_mb15",4.49,4,"singlescreen","12-15 mo"
"15","babylabbrookes","babylabbrookes_mb15",-1.64,6,"singlescreen","12-15 mo"
"16","babylabbrookes","babylabbrookes_mb15",-4.95,8,"singlescreen","12-15 mo"
"17","babylabbrookes","babylabbrookes_mb18",2.09,1,"singlescreen","12-15 mo"
"18","babylabbrookes","babylabbrookes_mb18",1.41,2,"singlescreen","12-15 mo"
"19","babylabbrookes","babylabbrookes_mb18",-1.12,3,"singlescreen","12-15 mo"
"20","babylabbrookes","babylabbrookes_mb18",-1.81,4,"singlescreen","12-15 mo"
"21","babylabbrookes","babylabbrookes_mb18",2.69,5,"singlescreen","12-15 mo"
"22","babylabbrookes","babylabbrookes_mb18",-14.81,6,"singlescreen","12-15 mo"
"23","babylabbrookes","babylabbrookes_mb18",-0.140000000000001,7,"singlescreen","12-15 mo"
"24","babylabbrookes","babylabbrookes_mb18",-1.47,8,"singlescreen","12-15 mo"
"25","babylabbrookes","babylabbrookes_mb20",0.66,5,"singlescreen","12-15 mo"
"26","babylabbrookes","babylabbrookes_mb20",-2.16,7,"singlescreen","12-15 mo"
"27","babylabbrookes","babylabbrookes_mb20",4.52,1,"singlescreen","12-15 mo"
"28","babylabbrookes","babylabbrookes_mb20",9.48,3,"singlescreen","12-15 mo"
"29","babylabbrookes","babylabbrookes_mb20",12.59,2,"singlescreen","12-15 mo"
"30","babylabbrookes","babylabbrookes_mb20",13.47,4,"singlescreen","12-15 mo"
"31","babylabbrookes","babylabbrookes_mb20",10.57,6,"singlescreen","12-15 mo"
"32","babylabbrookes","babylabbrookes_mb20",0.37,8,"singlescreen","12-15 mo"
"33","babylabbrookes","babylabbrookes_mb28",7.67,1,"singlescreen","12-15 mo"
"34","babylabbrookes","babylabbrookes_mb28",4,2,"singlescreen","12-15 mo"
"35","babylabbrookes","babylabbrookes_mb28",3.86,3,"singlescreen","12-15 mo"
"36","babylabbrookes","babylabbrookes_mb28",5.63,4,"singlescreen","12-15 mo"
"37","babylabbrookes","babylabbrookes_mb28",3.22,5,"singlescreen","12-15 mo"
"38","babylabbrookes","babylabbrookes_mb28",8.01,6,"singlescreen","12-15 mo"
"39","babylabbrookes","babylabbrookes_mb28",-3.49,7,"singlescreen","12-15 mo"
"40","babylabbrookes","babylabbrookes_mb28",-3.29,8,"singlescreen","12-15 mo"
"41","babylabbrookes","babylabbrookes_mb46",11.21,1,"singlescreen","12-15 mo"
"42","babylabbrookes","babylabbrookes_mb46",4.15,2,"singlescreen","12-15 mo"
"43","babylabbrookes","babylabbrookes_mb46",3.05,3,"singlescreen","12-15 mo"
"44","babylabbrookes","babylabbrookes_mb46",-9.08,4,"singlescreen","12-15 mo"
"45","babylabbrookes","babylabbrookes_mb46",-0.53,5,"singlescreen","12-15 mo"
"46","babylabbrookes","babylabbrookes_mb46",NA,6,"singlescreen","12-15 mo"
"47","babylabbrookes","babylabbrookes_mb46",NA,6,"singlescreen","12-15 mo"
"48","babylabbrookes","babylabbrookes_mb46",NA,7,"singlescreen","12-15 mo"
"49","babylabbrookes","babylabbrookes_mb46",NA,7,"singlescreen","12-15 mo"
"50","babylabbrookes","babylabbrookes_mb46",-1.32,8,"singlescreen","12-15 mo"
"51","babylabbrookes","babylabbrookes_mb49",14.78,1,"singlescreen","9-12 mo"
"52","babylabbrookes","babylabbrookes_mb49",2.12,2,"singlescreen","9-12 mo"
"53","babylabbrookes","babylabbrookes_mb49",1.52,3,"singlescreen","9-12 mo"
"54","babylabbrookes","babylabbrookes_mb49",1.85,4,"singlescreen","9-12 mo"
"55","babylabbrookes","babylabbrookes_mb49",0.91,5,"singlescreen","9-12 mo"
"56","babylabbrookes","babylabbrookes_mb49",1.44,6,"singlescreen","9-12 mo"
"57","babylabbrookes","babylabbrookes_mb49",0.71,7,"singlescreen","9-12 mo"
"58","babylabbrookes","babylabbrookes_mb49",9.85,8,"singlescreen","9-12 mo"
"59","babylabbrookes","babylabbrookes_mb53",0.43,5,"singlescreen","12-15 mo"
"60","babylabbrookes","babylabbrookes_mb53",NA,7,"singlescreen","12-15 mo"
"61","babylabbrookes","babylabbrookes_mb53",NA,7,"singlescreen","12-15 mo"
"62","babylabbrookes","babylabbrookes_mb53",NA,1,"singlescreen","12-15 mo"
"63","babylabbrookes","babylabbrookes_mb53",NA,1,"singlescreen","12-15 mo"
"64","babylabbrookes","babylabbrookes_mb53",-1.06,3,"singlescreen","12-15 mo"
"65","babylabbrookes","babylabbrookes_mb53",NA,2,"singlescreen","12-15 mo"
"66","babylabbrookes","babylabbrookes_mb53",NA,2,"singlescreen","12-15 mo"
"67","babylabbrookes","babylabbrookes_mb53",NA,4,"singlescreen","12-15 mo"
"68","babylabbrookes","babylabbrookes_mb53",NA,4,"singlescreen","12-15 mo"
"69","babylabbrookes","babylabbrookes_mb53",-1.88,6,"singlescreen","12-15 mo"
"70","babylabbrookes","babylabbrookes_mb53",NA,8,"singlescreen","12-15 mo"
"71","babylabbrookes","babylabbrookes_mb55",-0.0799999999999983,1,"singlescreen","12-15 mo"
"72","babylabbrookes","babylabbrookes_mb55",-6.97,2,"singlescreen","12-15 mo"
"73","babylabbrookes","babylabbrookes_mb55",2.78,3,"singlescreen","12-15 mo"
"74","babylabbrookes","babylabbrookes_mb55",1.82,4,"singlescreen","12-15 mo"
"75","babylabbrookes","babylabbrookes_mb60",1.19,1,"singlescreen","12-15 mo"
"76","babylabbrookes","babylabbrookes_mb60",-3.43,2,"singlescreen","12-15 mo"
"77","babylabbrookes","babylabbrookes_mb60",1.7,3,"singlescreen","12-15 mo"
"78","babylabbrookes","babylabbrookes_mb60",1.74,4,"singlescreen","12-15 mo"
"79","babylabbrookes","babylabbrookes_mb60",0.17,5,"singlescreen","12-15 mo"
"80","babylabbrookes","babylabbrookes_mb60",-4.54,6,"singlescreen","12-15 mo"
"81","babylabbrookes","babylabbrookes_mb60",1.72,7,"singlescreen","12-15 mo"
"82","babylabbrookes","babylabbrookes_mb60",4.66,8,"singlescreen","12-15 mo"
"83","babylabbrookes","babylabbrookes_mb65",-1.61,5,"singlescreen","9-12 mo"
"84","babylabbrookes","babylabbrookes_mb65",-10.54,7,"singlescreen","9-12 mo"
"85","babylabbrookes","babylabbrookes_mb65",-6.94,1,"singlescreen","9-12 mo"
"86","babylabbrookes","babylabbrookes_mb65",-0.24,3,"singlescreen","9-12 mo"
"87","babylabbrookes","babylabbrookes_mb65",1.99,2,"singlescreen","9-12 mo"
"88","babylabbrookes","babylabbrookes_mb65",5.04,4,"singlescreen","9-12 mo"
"89","babylabbrookes","babylabbrookes_mb65",-0.0700000000000003,6,"singlescreen","9-12 mo"
"90","babylabbrookes","babylabbrookes_mb65",-0.909999999999999,8,"singlescreen","9-12 mo"
"91","babylabbrookes","babylabbrookes_mb66",6.3,1,"singlescreen","12-15 mo"
"92","babylabbrookes","babylabbrookes_mb66",2.16,2,"singlescreen","12-15 mo"
"93","babylabbrookes","babylabbrookes_mb66",-0.95,3,"singlescreen","12-15 mo"
"94","babylabbrookes","babylabbrookes_mb66",NA,4,"singlescreen","12-15 mo"
"95","babylabbrookes","babylabbrookes_mb66",2.08,5,"singlescreen","12-15 mo"
"96","babylabbrookes","babylabbrookes_mb66",2.71,6,"singlescreen","12-15 mo"
"97","babylabbrookes","babylabbrookes_mb66",NA,7,"singlescreen","12-15 mo"
"98","babylabbrookes","babylabbrookes_mb66",NA,7,"singlescreen","12-15 mo"
"99","babylabbrookes","babylabbrookes_mb66",NA,8,"singlescreen","12-15 mo"
"100","babylabbrookes","babylabbrookes_mb66",NA,8,"singlescreen","12-15 mo"
"101","babylabbrookes","babylabbrookes_mb74",9.16,1,"singlescreen","12-15 mo"
"102","babylabbrookes","babylabbrookes_mb74",2.63,2,"singlescreen","12-15 mo"
"103","babylabbrookes","babylabbrookes_mb74",2.71,3,"singlescreen","12-15 mo"
"104","babylabbrookes","babylabbrookes_mb74",3.4,4,"singlescreen","12-15 mo"
"105","babylabbrookes","babylabbrookes_mb74",-2.47,5,"singlescreen","12-15 mo"
"106","babylabbrookes","babylabbrookes_mb74",0.15,6,"singlescreen","12-15 mo"
"107","babylabbrookes","babylabbrookes_mb74",-0.16,7,"singlescreen","12-15 mo"
"108","babylabbrookes","babylabbrookes_mb74",NA,8,"singlescreen","12-15 mo"
"109","babylabbrookes","babylabbrookes_mb84",-1.02,1,"singlescreen","12-15 mo"
"110","babylabbrookes","babylabbrookes_mb84",-5.91,2,"singlescreen","12-15 mo"
"111","babylabbrookes","babylabbrookes_mb84",0.18,3,"singlescreen","12-15 mo"
"112","babylabbrookes","babylabbrookes_mb84",-2.08,4,"singlescreen","12-15 mo"
"113","babylabbrookes","babylabbrookes_mb84",-1.88,5,"singlescreen","12-15 mo"
"114","babylabbrookes","babylabbrookes_mb84",9.27,6,"singlescreen","12-15 mo"
"115","babylabbrookes","babylabbrookes_mb88",-4.63,5,"singlescreen","12-15 mo"
"116","babylabbrookes","babylabbrookes_mb88",5.71,7,"singlescreen","12-15 mo"
"117","babylabbrookes","babylabbrookes_mb88",-5.56,1,"singlescreen","12-15 mo"
"118","babylabbrookes","babylabbrookes_mb88",0.19,3,"singlescreen","12-15 mo"
"119","babylabbrookes","babylabbrookes_mb88",-1.1,2,"singlescreen","12-15 mo"
"120","babylabbrookes","babylabbrookes_mb88",0.59,4,"singlescreen","12-15 mo"
"121","babylabbrookes","babylabbrookes_mb88",NA,6,"singlescreen","12-15 mo"
"122","babylabbrookes","babylabbrookes_mb88",NA,6,"singlescreen","12-15 mo"
"123","babylabbrookes","babylabbrookes_mb88",2.97,8,"singlescreen","12-15 mo"
"124","babylabbrookes","babylabbrookes_mb100",0.808,1,"singlescreen","12-15 mo"
"125","babylabbrookes","babylabbrookes_mb100",-3.8,2,"singlescreen","12-15 mo"
"126","babylabbrookes","babylabbrookes_mb100",8.736,3,"singlescreen","12-15 mo"
"127","babylabbrookes","babylabbrookes_mb100",NA,4,"singlescreen","12-15 mo"
"128","babylabbrookes","babylabbrookes_mb100",NA,4,"singlescreen","12-15 mo"
"129","babylabbrookes","babylabbrookes_mb100",-3.632,5,"singlescreen","12-15 mo"
"130","babylabbrookes","babylabbrookes_mb100",-0.984,6,"singlescreen","12-15 mo"
"131","babylabbrookes","babylabbrookes_mb100",-0.944,7,"singlescreen","12-15 mo"
"132","babylabbrookes","babylabbrookes_mb100",-1.824,8,"singlescreen","12-15 mo"
"133","babylabbrookes","babylabbrookes_mb103",-6.401,1,"singlescreen","12-15 mo"
"134","babylabbrookes","babylabbrookes_mb103",-6.812,2,"singlescreen","12-15 mo"
"135","babylabbrookes","babylabbrookes_mb103",1.159,3,"singlescreen","12-15 mo"
"136","babylabbrookes","babylabbrookes_mb103",4.616,4,"singlescreen","12-15 mo"
"137","babylabbrookes","babylabbrookes_mb103",-0.395,5,"singlescreen","12-15 mo"
"138","babylabbrookes","babylabbrookes_mb103",0.567,6,"singlescreen","12-15 mo"
"139","babylabbrookes","babylabbrookes_mb103",-0.183,7,"singlescreen","12-15 mo"
"140","babylabbrookes","babylabbrookes_mb103",-10.6,8,"singlescreen","12-15 mo"
"141","babylabbrookes","babylabbrookes_mb104",-6.48,5,"singlescreen","12-15 mo"
"142","babylabbrookes","babylabbrookes_mb104",-1.168,7,"singlescreen","12-15 mo"
"143","babylabbrookes","babylabbrookes_mb104",-1.224,1,"singlescreen","12-15 mo"
"144","babylabbrookes","babylabbrookes_mb104",-2.016,3,"singlescreen","12-15 mo"
"145","babylabbrookes","babylabbrookes_mb01",-6.82,1,"singlescreen","3-6 mo"
"146","babylabbrookes","babylabbrookes_mb01",3.94,2,"singlescreen","3-6 mo"
"147","babylabbrookes","babylabbrookes_mb01",-2.93,3,"singlescreen","3-6 mo"
"148","babylabbrookes","babylabbrookes_mb01",12.06,4,"singlescreen","3-6 mo"
"149","babylabbrookes","babylabbrookes_mb01",-4.66,5,"singlescreen","3-6 mo"
"150","babylabbrookes","babylabbrookes_mb01",-12.86,6,"singlescreen","3-6 mo"
"151","babylabbrookes","babylabbrookes_mb01",-4.22,7,"singlescreen","3-6 mo"
"152","babylabbrookes","babylabbrookes_mb01",-0.109999999999999,8,"singlescreen","3-6 mo"
"153","babylabbrookes","babylabbrookes_mb02",-0.9,1,"singlescreen","3-6 mo"
"154","babylabbrookes","babylabbrookes_mb02",-2.63,2,"singlescreen","3-6 mo"
"155","babylabbrookes","babylabbrookes_mb02",0.23,3,"singlescreen","3-6 mo"
"156","babylabbrookes","babylabbrookes_mb02",-2.57,4,"singlescreen","3-6 mo"
"157","babylabbrookes","babylabbrookes_mb02",9.71,5,"singlescreen","3-6 mo"
"158","babylabbrookes","babylabbrookes_mb02",-3.67,6,"singlescreen","3-6 mo"
"159","babylabbrookes","babylabbrookes_mb02",-2.26,7,"singlescreen","3-6 mo"
"160","babylabbrookes","babylabbrookes_mb02",7.81,8,"singlescreen","3-6 mo"
"161","babylabbrookes","babylabbrookes_mb16",0,5,"singlescreen","3-6 mo"
"162","babylabbrookes","babylabbrookes_mb16",3.07,7,"singlescreen","3-6 mo"
"163","babylabbrookes","babylabbrookes_mb16",3.25,1,"singlescreen","3-6 mo"
"164","babylabbrookes","babylabbrookes_mb16",4.09,3,"singlescreen","3-6 mo"
"165","babylabbrookes","babylabbrookes_mb16",-5.96,2,"singlescreen","3-6 mo"
"166","babylabbrookes","babylabbrookes_mb16",3.97,4,"singlescreen","3-6 mo"
"167","babylabbrookes","babylabbrookes_mb16",-1.24,6,"singlescreen","3-6 mo"
"168","babylabbrookes","babylabbrookes_mb16",8.97,8,"singlescreen","3-6 mo"
"169","babylabbrookes","babylabbrookes_mb23",-0.63,5,"singlescreen","3-6 mo"
"170","babylabbrookes","babylabbrookes_mb23",-12.46,7,"singlescreen","3-6 mo"
"171","babylabbrookes","babylabbrookes_mb23",-5.89,1,"singlescreen","3-6 mo"
"172","babylabbrookes","babylabbrookes_mb23",-0.56,3,"singlescreen","3-6 mo"
"173","babylabbrookes","babylabbrookes_mb23",-8.99,2,"singlescreen","3-6 mo"
"174","babylabbrookes","babylabbrookes_mb23",3.04,4,"singlescreen","3-6 mo"
"175","babylabbrookes","babylabbrookes_mb23",1.16,6,"singlescreen","3-6 mo"
"176","babylabbrookes","babylabbrookes_mb23",-9.47,8,"singlescreen","3-6 mo"
"177","babylabbrookes","babylabbrookes_mb30",3.77,1,"singlescreen","3-6 mo"
"178","babylabbrookes","babylabbrookes_mb30",5.01,2,"singlescreen","3-6 mo"
"179","babylabbrookes","babylabbrookes_mb30",7.84,3,"singlescreen","3-6 mo"
"180","babylabbrookes","babylabbrookes_mb30",-0.18,4,"singlescreen","3-6 mo"
"181","babylabbrookes","babylabbrookes_mb30",7.67,5,"singlescreen","3-6 mo"
"182","babylabbrookes","babylabbrookes_mb30",1.44,6,"singlescreen","3-6 mo"
"183","babylabbrookes","babylabbrookes_mb30",14.46,7,"singlescreen","3-6 mo"
"184","babylabbrookes","babylabbrookes_mb30",NA,8,"singlescreen","3-6 mo"
"185","babylabbrookes","babylabbrookes_mb31",0,1,"singlescreen","3-6 mo"
"186","babylabbrookes","babylabbrookes_mb31",0,2,"singlescreen","3-6 mo"
"187","babylabbrookes","babylabbrookes_mb31",1.29,3,"singlescreen","3-6 mo"
"188","babylabbrookes","babylabbrookes_mb31",7.14,4,"singlescreen","3-6 mo"
"189","babylabbrookes","babylabbrookes_mb31",-1.51,5,"singlescreen","3-6 mo"
"190","babylabbrookes","babylabbrookes_mb31",10.59,6,"singlescreen","3-6 mo"
"191","babylabbrookes","babylabbrookes_mb31",-6.09,7,"singlescreen","3-6 mo"
"192","babylabbrookes","babylabbrookes_mb31",-3.06,8,"singlescreen","3-6 mo"
"193","babylabbrookes","babylabbrookes_mb37",-6.44,1,"singlescreen","3-6 mo"
"194","babylabbrookes","babylabbrookes_mb37",-4.04,2,"singlescreen","3-6 mo"
"195","babylabbrookes","babylabbrookes_mb37",13.64,3,"singlescreen","3-6 mo"
"196","babylabbrookes","babylabbrookes_mb37",1.45,4,"singlescreen","3-6 mo"
"197","babylabbrookes","babylabbrookes_mb37",7.57,5,"singlescreen","3-6 mo"
"198","babylabbrookes","babylabbrookes_mb37",8.56,6,"singlescreen","3-6 mo"
"199","babylabbrookes","babylabbrookes_mb37",13.55,7,"singlescreen","3-6 mo"
"200","babylabbrookes","babylabbrookes_mb37",NA,8,"singlescreen","3-6 mo"
"201","babylabbrookes","babylabbrookes_mb37",NA,8,"singlescreen","3-6 mo"
"202","babylabbrookes","babylabbrookes_mb38",9.74,1,"singlescreen","3-6 mo"
"203","babylabbrookes","babylabbrookes_mb38",-0.0800000000000001,2,"singlescreen","3-6 mo"
"204","babylabbrookes","babylabbrookes_mb38",-3.35,3,"singlescreen","3-6 mo"
"205","babylabbrookes","babylabbrookes_mb38",8.56,4,"singlescreen","3-6 mo"
"206","babylabbrookes","babylabbrookes_mb38",-1.01,5,"singlescreen","3-6 mo"
"207","babylabbrookes","babylabbrookes_mb38",-3.04,6,"singlescreen","3-6 mo"
"208","babylabbrookes","babylabbrookes_mb38",-1.59,7,"singlescreen","3-6 mo"
"209","babylabbrookes","babylabbrookes_mb38",1.48,8,"singlescreen","3-6 mo"
"210","babylabbrookes","babylabbrookes_mb41",1.02,5,"singlescreen","3-6 mo"
"211","babylabbrookes","babylabbrookes_mb41",-1.53,7,"singlescreen","3-6 mo"
"212","babylabbrookes","babylabbrookes_mb41",-6.72,1,"singlescreen","3-6 mo"
"213","babylabbrookes","babylabbrookes_mb41",-5.48,3,"singlescreen","3-6 mo"
"214","babylabbrookes","babylabbrookes_mb41",-2.93,2,"singlescreen","3-6 mo"
"215","babylabbrookes","babylabbrookes_mb41",-2.01,4,"singlescreen","3-6 mo"
"216","babylabbrookes","babylabbrookes_mb41",4.96,6,"singlescreen","3-6 mo"
"217","babylabbrookes","babylabbrookes_mb41",-4.27,8,"singlescreen","3-6 mo"
"218","babylabbrookes","babylabbrookes_mb63",2.74,1,"singlescreen","3-6 mo"
"219","babylabbrookes","babylabbrookes_mb63",3.96,2,"singlescreen","3-6 mo"
"220","babylabbrookes","babylabbrookes_mb63",0.0899999999999999,3,"singlescreen","3-6 mo"
"221","babylabbrookes","babylabbrookes_mb63",8.41,4,"singlescreen","3-6 mo"
"222","babylabbrookes","babylabbrookes_mb63",2.42,5,"singlescreen","3-6 mo"
"223","babylabbrookes","babylabbrookes_mb63",2.35,6,"singlescreen","3-6 mo"
"224","babylabbrookes","babylabbrookes_mb63",7.61,7,"singlescreen","3-6 mo"
"225","babylabbrookes","babylabbrookes_mb63",NA,8,"singlescreen","3-6 mo"
"226","babylabbrookes","babylabbrookes_mb63",NA,8,"singlescreen","3-6 mo"
"227","babylabbrookes","babylabbrookes_mb64",6.17,5,"singlescreen","3-6 mo"
"228","babylabbrookes","babylabbrookes_mb64",-7.03,7,"singlescreen","3-6 mo"
"229","babylabbrookes","babylabbrookes_mb64",0.19,1,"singlescreen","3-6 mo"
"230","babylabbrookes","babylabbrookes_mb64",0.600000000000001,3,"singlescreen","3-6 mo"
"231","babylabbrookes","babylabbrookes_mb64",5.4,2,"singlescreen","3-6 mo"
"232","babylabbrookes","babylabbrookes_mb64",0.0499999999999998,4,"singlescreen","3-6 mo"
"233","babylabbrookes","babylabbrookes_mb64",1.04,6,"singlescreen","3-6 mo"
"234","babylabbrookes","babylabbrookes_mb64",-0.3,8,"singlescreen","3-6 mo"
"235","babylabbrookes","babylabbrookes_mb92",1.42,1,"singlescreen","3-6 mo"
"236","babylabbrookes","babylabbrookes_mb92",-1.5,2,"singlescreen","3-6 mo"
"237","babylabbrookes","babylabbrookes_mb92",14.09,3,"singlescreen","3-6 mo"
"238","babylabbrookes","babylabbrookes_mb92",3.72,4,"singlescreen","3-6 mo"
"239","babylabbrookes","babylabbrookes_mb92",1.96,5,"singlescreen","3-6 mo"
"240","babylabbrookes","babylabbrookes_mb92",13.89,6,"singlescreen","3-6 mo"
"241","babylabbrookes","babylabbrookes_mb92",8.1,7,"singlescreen","3-6 mo"
"242","babylabbrookes","babylabbrookes_mb92",1.33,8,"singlescreen","3-6 mo"
"243","babylabbrookes","babylabbrookes_mb93",0.140000000000001,5,"singlescreen","3-6 mo"
"244","babylabbrookes","babylabbrookes_mb93",0.0999999999999979,7,"singlescreen","3-6 mo"
"245","babylabbrookes","babylabbrookes_mb93",0.34,1,"singlescreen","3-6 mo"
"246","babylabbrookes","babylabbrookes_mb93",-8.19,3,"singlescreen","3-6 mo"
"247","babylabbrookes","babylabbrookes_mb93",0.0299999999999976,2,"singlescreen","3-6 mo"
"248","babylabbrookes","babylabbrookes_mb93",5.09,4,"singlescreen","3-6 mo"
"249","babylabbrookes","babylabbrookes_mb93",5.5,6,"singlescreen","3-6 mo"
"250","babylabbrookes","babylabbrookes_mb93",12.56,8,"singlescreen","3-6 mo"
"251","babylabbrookes","babylabbrookes_mb94",0.559999999999999,5,"singlescreen","3-6 mo"
"252","babylabbrookes","babylabbrookes_mb94",0.390000000000001,7,"singlescreen","3-6 mo"
"253","babylabbrookes","babylabbrookes_mb94",5.24,1,"singlescreen","3-6 mo"
"254","babylabbrookes","babylabbrookes_mb94",-2.58,3,"singlescreen","3-6 mo"
"255","babylabbrookes","babylabbrookes_mb94",0.96,2,"singlescreen","3-6 mo"
"256","babylabbrookes","babylabbrookes_mb94",3.15,4,"singlescreen","3-6 mo"
"257","babylabbrookes","babylabbrookes_mb94",2.09,6,"singlescreen","3-6 mo"
"258","babylabbrookes","babylabbrookes_mb94",0.4,8,"singlescreen","3-6 mo"
"259","babylabbrookes","babylabbrookes_mb99",6.07,5,"singlescreen","3-6 mo"
"260","babylabbrookes","babylabbrookes_mb99",9.29,7,"singlescreen","3-6 mo"
"261","babylabbrookes","babylabbrookes_mb99",7.27,1,"singlescreen","3-6 mo"
"262","babylabbrookes","babylabbrookes_mb99",6.6,3,"singlescreen","3-6 mo"
"263","babylabbrookes","babylabbrookes_mb99",5.98,2,"singlescreen","3-6 mo"
"264","babylabbrookes","babylabbrookes_mb99",1.19,4,"singlescreen","3-6 mo"
"265","babylabbrookes","babylabbrookes_mb99",NA,6,"singlescreen","3-6 mo"
"266","babylabbrookes","babylabbrookes_mb99",NA,6,"singlescreen","3-6 mo"
"267","babylabbrookes","babylabbrookes_mb99",-0.41,8,"singlescreen","3-6 mo"
"268","babylabbrookes","babylabbrookes_mb101",-1.776,1,"singlescreen","3-6 mo"
"269","babylabbrookes","babylabbrookes_mb101",-1.624,2,"singlescreen","3-6 mo"
"270","babylabbrookes","babylabbrookes_mb101",11.661,3,"singlescreen","3-6 mo"
"271","babylabbrookes","babylabbrookes_mb101",3.456,4,"singlescreen","3-6 mo"
"272","babylabbrookes","babylabbrookes_mb101",11.658,5,"singlescreen","3-6 mo"
"273","babylabbrookes","babylabbrookes_mb101",1.96,6,"singlescreen","3-6 mo"
"274","babylabbrookes","babylabbrookes_mb101",-0.544,7,"singlescreen","3-6 mo"
"275","babylabbrookes","babylabbrookes_mb101",-0.552,8,"singlescreen","3-6 mo"
"276","babylabbrookes","babylabbrookes_mb102",-3.815,5,"singlescreen","3-6 mo"
"277","babylabbrookes","babylabbrookes_mb102",5.096,7,"singlescreen","3-6 mo"
"278","babylabbrookes","babylabbrookes_mb102",-0.0429999999999993,1,"singlescreen","3-6 mo"
"279","babylabbrookes","babylabbrookes_mb102",-1.448,3,"singlescreen","3-6 mo"
"280","babylabbrookes","babylabbrookes_mb102",-4.552,2,"singlescreen","3-6 mo"
"281","babylabbrookes","babylabbrookes_mb102",NA,4,"singlescreen","3-6 mo"
"282","babylabbrookes","babylabbrookes_mb105",-0.0670000000000002,5,"singlescreen","3-6 mo"
"283","babylabbrookes","babylabbrookes_mb105",7.365,7,"singlescreen","3-6 mo"
"284","babylabbrookes","babylabbrookes_mb105",12.977,1,"singlescreen","3-6 mo"
"285","babylabbrookes","babylabbrookes_mb105",10.745,3,"singlescreen","3-6 mo"
"286","babylabbrookes","babylabbrookes_mb105",8.795,2,"singlescreen","3-6 mo"
"287","babylabbrookes","babylabbrookes_mb105",8.472,4,"singlescreen","3-6 mo"
"288","babylabbrookes","babylabbrookes_mb105",3.392,6,"singlescreen","3-6 mo"
"289","babylabbrookes","babylabbrookes_mb105",4.72,8,"singlescreen","3-6 mo"
"290","babylabbrookes","babylabbrookes_mb107",9.984,5,"singlescreen","3-6 mo"
"291","babylabbrookes","babylabbrookes_mb107",6.664,7,"singlescreen","3-6 mo"
"292","babylabbrookes","babylabbrookes_mb107",6.568,1,"singlescreen","3-6 mo"
"293","babylabbrookes","babylabbrookes_mb107",3.432,3,"singlescreen","3-6 mo"
"294","babylabbrookes","babylabbrookes_mb107",-0.271999999999999,2,"singlescreen","3-6 mo"
"295","babylabbrookes","babylabbrookes_mb107",-1.68,4,"singlescreen","3-6 mo"
"296","babylabbrookes","babylabbrookes_mb107",-9.72,6,"singlescreen","3-6 mo"
"297","babylabbrookes","babylabbrookes_mb107",-1.448,8,"singlescreen","3-6 mo"
"298","babylabbrookes","babylabbrookes_mb108",0.295999999999999,1,"singlescreen","3-6 mo"
"299","babylabbrookes","babylabbrookes_mb108",6.856,2,"singlescreen","3-6 mo"
"300","babylabbrookes","babylabbrookes_mb108",-2.784,3,"singlescreen","3-6 mo"
"301","babylabbrookes","babylabbrookes_mb108",6.473,4,"singlescreen","3-6 mo"
"302","babylabbrookes","babylabbrookes_mb108",-6.56,5,"singlescreen","3-6 mo"
"303","babylabbrookes","babylabbrookes_mb108",2.074,6,"singlescreen","3-6 mo"
"304","babylabbrookes","babylabbrookes_mb108",12.314,7,"singlescreen","3-6 mo"
"305","babylabbrookes","babylabbrookes_mb108",-0.237000000000002,8,"singlescreen","3-6 mo"
"306","babylabbrookes","babylabbrookes_mb03",5.01,5,"singlescreen","6-9 mo"
"307","babylabbrookes","babylabbrookes_mb03",-5.7,7,"singlescreen","6-9 mo"
"308","babylabbrookes","babylabbrookes_mb03",0.549999999999999,1,"singlescreen","6-9 mo"
"309","babylabbrookes","babylabbrookes_mb03",-3.72,3,"singlescreen","6-9 mo"
"310","babylabbrookes","babylabbrookes_mb03",0.5,2,"singlescreen","6-9 mo"
"311","babylabbrookes","babylabbrookes_mb03",-0.51,4,"singlescreen","6-9 mo"
"312","babylabbrookes","babylabbrookes_mb03",1.8,6,"singlescreen","6-9 mo"
"313","babylabbrookes","babylabbrookes_mb03",5.87,8,"singlescreen","6-9 mo"
