"","lab","subid","diff","stimulus_num","method","age_group"
"3017","babylabshimane","babylabshimane_111",NA,3,"eyetracking","3-6 mo"
"3018","babylabshimane","babylabshimane_111",NA,5,"eyetracking","3-6 mo"
"3019","babylabshimane","babylabshimane_111",5.8,6,"eyetracking","3-6 mo"
"3020","babylabshimane","babylabshimane_111",NA,7,"eyetracking","3-6 mo"
"3021","babylabshimane","babylabshimane_111",NA,7,"eyetracking","3-6 mo"
"3022","babylabshimane","babylabshimane_113",NA,5,"eyetracking","3-6 mo"
"3023","babylabshimane","babylabshimane_113",NA,5,"eyetracking","3-6 mo"
"3024","babylabshimane","babylabshimane_113",3.3,7,"eyetracking","3-6 mo"
"3025","babylabshimane","babylabshimane_113",NA,1,"eyetracking","3-6 mo"
"3026","babylabshimane","babylabshimane_113",NA,1,"eyetracking","3-6 mo"
"3027","babylabshimane","babylabshimane_113",NA,3,"eyetracking","3-6 mo"
"3028","babylabshimane","babylabshimane_113",NA,3,"eyetracking","3-6 mo"
"3029","babylabshimane","babylabshimane_113",NA,2,"eyetracking","3-6 mo"
"3030","babylabshimane","babylabshimane_113",NA,2,"eyetracking","3-6 mo"
"3031","babylabshimane","babylabshimane_113",NA,4,"eyetracking","3-6 mo"
"3032","babylabshimane","babylabshimane_113",NA,6,"eyetracking","3-6 mo"
"3033","babylabshimane","babylabshimane_113",NA,8,"eyetracking","3-6 mo"
"3034","babylabshimane","babylabshimane_113",NA,8,"eyetracking","3-6 mo"
"3035","babylabshimane","babylabshimane_114",0.4,1,"eyetracking","3-6 mo"
"3036","babylabshimane","babylabshimane_114",NA,2,"eyetracking","3-6 mo"
"3037","babylabshimane","babylabshimane_114",NA,2,"eyetracking","3-6 mo"
"3038","babylabshimane","babylabshimane_114",-2.34,3,"eyetracking","3-6 mo"
"3039","babylabshimane","babylabshimane_114",3.67,4,"eyetracking","3-6 mo"
"3040","babylabshimane","babylabshimane_114",NA,5,"eyetracking","3-6 mo"
"3041","babylabshimane","babylabshimane_114",NA,5,"eyetracking","3-6 mo"
"3042","babylabshimane","babylabshimane_114",-9.9,6,"eyetracking","3-6 mo"
"3043","babylabshimane","babylabshimane_114",NA,7,"eyetracking","3-6 mo"
"3044","babylabshimane","babylabshimane_114",NA,7,"eyetracking","3-6 mo"
"3045","babylabshimane","babylabshimane_114",NA,8,"eyetracking","3-6 mo"
"3046","babylabshimane","babylabshimane_114",NA,8,"eyetracking","3-6 mo"
"3047","babylabshimane","babylabshimane_115",3.45,5,"eyetracking","3-6 mo"
"3048","babylabshimane","babylabshimane_115",-10,7,"eyetracking","3-6 mo"
"3049","babylabshimane","babylabshimane_115",NA,1,"eyetracking","3-6 mo"
"3050","babylabshimane","babylabshimane_115",NA,1,"eyetracking","3-6 mo"
"3051","babylabshimane","babylabshimane_115",NA,3,"eyetracking","3-6 mo"
"3052","babylabshimane","babylabshimane_115",NA,3,"eyetracking","3-6 mo"
"3053","babylabshimane","babylabshimane_115",NA,2,"eyetracking","3-6 mo"
"3054","babylabshimane","babylabshimane_115",NA,2,"eyetracking","3-6 mo"
"3055","babylabshimane","babylabshimane_115",NA,4,"eyetracking","3-6 mo"
"3056","babylabshimane","babylabshimane_115",NA,6,"eyetracking","3-6 mo"
"3057","babylabshimane","babylabshimane_115",4.81,8,"eyetracking","3-6 mo"
"3058","babylabshimane","babylabshimane_201",9.99,1,"eyetracking","6-9 mo"
"3059","babylabshimane","babylabshimane_201",1.16,2,"eyetracking","6-9 mo"
"3060","babylabshimane","babylabshimane_201",6.23,3,"eyetracking","6-9 mo"
"3061","babylabshimane","babylabshimane_201",NA,4,"eyetracking","6-9 mo"
"3062","babylabshimane","babylabshimane_201",NA,4,"eyetracking","6-9 mo"
"3063","babylabshimane","babylabshimane_201",NA,5,"eyetracking","6-9 mo"
"3064","babylabshimane","babylabshimane_201",NA,5,"eyetracking","6-9 mo"
"3065","babylabshimane","babylabshimane_201",NA,6,"eyetracking","6-9 mo"
"3066","babylabshimane","babylabshimane_201",NA,6,"eyetracking","6-9 mo"
"3067","babylabshimane","babylabshimane_201",NA,7,"eyetracking","6-9 mo"
"3068","babylabshimane","babylabshimane_201",NA,8,"eyetracking","6-9 mo"
"3069","babylabshimane","babylabshimane_201",NA,8,"eyetracking","6-9 mo"
"3070","babylabshimane","babylabshimane_203",-2.56,1,"eyetracking","6-9 mo"
"3071","babylabshimane","babylabshimane_203",-2.29,2,"eyetracking","6-9 mo"
"3072","babylabshimane","babylabshimane_203",-3.58,3,"eyetracking","6-9 mo"
"3073","babylabshimane","babylabshimane_203",NA,4,"eyetracking","6-9 mo"
"3074","babylabshimane","babylabshimane_203",NA,4,"eyetracking","6-9 mo"
"3075","babylabshimane","babylabshimane_203",NA,5,"eyetracking","6-9 mo"
"3076","babylabshimane","babylabshimane_203",3.65,6,"eyetracking","6-9 mo"
"3077","babylabshimane","babylabshimane_203",0.120000000000001,7,"eyetracking","6-9 mo"
"3078","babylabshimane","babylabshimane_203",1.85,8,"eyetracking","6-9 mo"
"3079","babylabshimane","babylabshimane_204",-1,1,"eyetracking","6-9 mo"
"3080","babylabshimane","babylabshimane_204",-0.00999999999999979,2,"eyetracking","6-9 mo"
"3081","babylabshimane","babylabshimane_204",11.25,3,"eyetracking","6-9 mo"
"3082","babylabshimane","babylabshimane_204",NA,4,"eyetracking","6-9 mo"
"3083","babylabshimane","babylabshimane_204",NA,4,"eyetracking","6-9 mo"
"3084","babylabshimane","babylabshimane_204",NA,5,"eyetracking","6-9 mo"
"3085","babylabshimane","babylabshimane_204",-12.6,6,"eyetracking","6-9 mo"
"3086","babylabshimane","babylabshimane_204",NA,7,"eyetracking","6-9 mo"
"3087","babylabshimane","babylabshimane_204",NA,7,"eyetracking","6-9 mo"
"3088","babylabshimane","babylabshimane_204",NA,8,"eyetracking","6-9 mo"
"3089","babylabshimane","babylabshimane_205",-0.0999999999999996,5,"eyetracking","6-9 mo"
"3090","babylabshimane","babylabshimane_205",1.92,7,"eyetracking","6-9 mo"
"3091","babylabshimane","babylabshimane_205",1.56,1,"eyetracking","6-9 mo"
"3092","babylabshimane","babylabshimane_205",0.880000000000001,3,"eyetracking","6-9 mo"
"3093","babylabshimane","babylabshimane_205",-3.49,2,"eyetracking","6-9 mo"
"3094","babylabshimane","babylabshimane_205",1.94,4,"eyetracking","6-9 mo"
"3095","babylabshimane","babylabshimane_205",NA,6,"eyetracking","6-9 mo"
"3096","babylabshimane","babylabshimane_205",NA,6,"eyetracking","6-9 mo"
"3097","babylabshimane","babylabshimane_205",-3.69,8,"eyetracking","6-9 mo"
"3098","babylabshimane","babylabshimane_206",NA,5,"eyetracking","6-9 mo"
"3099","babylabshimane","babylabshimane_206",NA,7,"eyetracking","6-9 mo"
"3100","babylabshimane","babylabshimane_207",-7.43,5,"eyetracking","6-9 mo"
"3101","babylabshimane","babylabshimane_207",-0.879999999999999,7,"eyetracking","6-9 mo"
"3102","babylabshimane","babylabshimane_207",-2.11,1,"eyetracking","6-9 mo"
"3103","babylabshimane","babylabshimane_207",4.03,3,"eyetracking","6-9 mo"
"3104","babylabshimane","babylabshimane_207",-2.48,2,"eyetracking","6-9 mo"
"3105","babylabshimane","babylabshimane_207",0.57,4,"eyetracking","6-9 mo"
"3106","babylabshimane","babylabshimane_207",-15.53,6,"eyetracking","6-9 mo"
"3107","babylabshimane","babylabshimane_207",NA,8,"eyetracking","6-9 mo"
"3108","babylabshimane","babylabshimane_207",NA,8,"eyetracking","6-9 mo"
"3109","babylabshimane","babylabshimane_208",4.86,1,"eyetracking","6-9 mo"
"3110","babylabshimane","babylabshimane_208",2.99,2,"eyetracking","6-9 mo"
"3111","babylabshimane","babylabshimane_208",-0.95,3,"eyetracking","6-9 mo"
"3112","babylabshimane","babylabshimane_208",NA,4,"eyetracking","6-9 mo"
"3113","babylabshimane","babylabshimane_208",NA,4,"eyetracking","6-9 mo"
"3114","babylabshimane","babylabshimane_208",NA,5,"eyetracking","6-9 mo"
"3115","babylabshimane","babylabshimane_208",NA,5,"eyetracking","6-9 mo"
"3116","babylabshimane","babylabshimane_208",-0.2,6,"eyetracking","6-9 mo"
"3117","babylabshimane","babylabshimane_208",9.8,7,"eyetracking","6-9 mo"
"3118","babylabshimane","babylabshimane_208",3.08,8,"eyetracking","6-9 mo"
"3119","babylabshimane","babylabshimane_209",1.76,5,"eyetracking","6-9 mo"
"3120","babylabshimane","babylabshimane_209",-0.25,7,"eyetracking","6-9 mo"
"3121","babylabshimane","babylabshimane_209",-4.42,1,"eyetracking","6-9 mo"
"3122","babylabshimane","babylabshimane_209",8.03,3,"eyetracking","6-9 mo"
"3123","babylabshimane","babylabshimane_209",5.12,2,"eyetracking","6-9 mo"
"3124","babylabshimane","babylabshimane_209",2.52,4,"eyetracking","6-9 mo"
"3125","babylabshimane","babylabshimane_209",0.19,6,"eyetracking","6-9 mo"
"3126","babylabshimane","babylabshimane_209",-2.79,8,"eyetracking","6-9 mo"
"3127","babylabshimane","babylabshimane_210",4.23,1,"eyetracking","6-9 mo"
"3128","babylabshimane","babylabshimane_210",1.53,2,"eyetracking","6-9 mo"
"3129","babylabshimane","babylabshimane_210",0.5,3,"eyetracking","6-9 mo"
"3130","babylabshimane","babylabshimane_210",NA,4,"eyetracking","6-9 mo"
"3131","babylabshimane","babylabshimane_210",NA,4,"eyetracking","6-9 mo"
"3132","babylabshimane","babylabshimane_210",-1.03,5,"eyetracking","6-9 mo"
"3133","babylabshimane","babylabshimane_210",0.36,6,"eyetracking","6-9 mo"
"3134","babylabshimane","babylabshimane_210",-4.21,7,"eyetracking","6-9 mo"
"3135","babylabshimane","babylabshimane_210",NA,8,"eyetracking","6-9 mo"
"3136","babylabshimane","babylabshimane_210",NA,8,"eyetracking","6-9 mo"
"3137","babylabshimane","babylabshimane_211",-2.68,5,"eyetracking","6-9 mo"
"3138","babylabshimane","babylabshimane_211",-3.63,7,"eyetracking","6-9 mo"
"3139","babylabshimane","babylabshimane_211",-12.07,1,"eyetracking","6-9 mo"
"3140","babylabshimane","babylabshimane_211",-7.78,3,"eyetracking","6-9 mo"
"3141","babylabshimane","babylabshimane_211",-5.61,2,"eyetracking","6-9 mo"
"3142","babylabshimane","babylabshimane_211",3.47,4,"eyetracking","6-9 mo"
"3143","babylabshimane","babylabshimane_211",5.47,6,"eyetracking","6-9 mo"
"3144","babylabshimane","babylabshimane_211",NA,8,"eyetracking","6-9 mo"
"3145","babylabshimane","babylabshimane_211",NA,8,"eyetracking","6-9 mo"
"3146","babylabshimane","babylabshimane_212",NA,5,"eyetracking","9-12 mo"
"3147","babylabshimane","babylabshimane_212",NA,5,"eyetracking","9-12 mo"
"3148","babylabshimane","babylabshimane_212",1.64,7,"eyetracking","9-12 mo"
"3149","babylabshimane","babylabshimane_212",NA,1,"eyetracking","9-12 mo"
"3150","babylabshimane","babylabshimane_212",NA,3,"eyetracking","9-12 mo"
"3151","babylabshimane","babylabshimane_212",NA,3,"eyetracking","9-12 mo"
"3152","babylabshimane","babylabshimane_212",NA,2,"eyetracking","9-12 mo"
"3153","babylabshimane","babylabshimane_212",NA,2,"eyetracking","9-12 mo"
"3154","babylabshimane","babylabshimane_212",-6.48,4,"eyetracking","9-12 mo"
"3155","babylabshimane","babylabshimane_212",NA,6,"eyetracking","9-12 mo"
"3156","babylabshimane","babylabshimane_212",NA,8,"eyetracking","9-12 mo"
"3157","babylabshimane","babylabshimane_212",NA,8,"eyetracking","9-12 mo"
"3158","babylabshimane","babylabshimane_213",-1.47,5,"eyetracking","6-9 mo"
"3159","babylabshimane","babylabshimane_213",-1.06,7,"eyetracking","6-9 mo"
"3160","babylabshimane","babylabshimane_213",3.79,1,"eyetracking","6-9 mo"
"3161","babylabshimane","babylabshimane_213",1.05,3,"eyetracking","6-9 mo"
"3162","babylabshimane","babylabshimane_213",5.03,2,"eyetracking","6-9 mo"
"3163","babylabshimane","babylabshimane_213",-1.4,4,"eyetracking","6-9 mo"
"3164","babylabshimane","babylabshimane_213",-9.83,6,"eyetracking","6-9 mo"
"3165","babylabshimane","babylabshimane_213",-4.22,8,"eyetracking","6-9 mo"
"3166","babylabshimane","babylabshimane_214",-1.81,1,"eyetracking","6-9 mo"
"3167","babylabshimane","babylabshimane_214",-0.720000000000001,2,"eyetracking","6-9 mo"
"3168","babylabshimane","babylabshimane_214",1.62,3,"eyetracking","6-9 mo"
"3169","babylabshimane","babylabshimane_214",NA,4,"eyetracking","6-9 mo"
"3170","babylabshimane","babylabshimane_214",NA,4,"eyetracking","6-9 mo"
"3171","babylabshimane","babylabshimane_214",0.649999999999999,5,"eyetracking","6-9 mo"
"3172","babylabshimane","babylabshimane_214",1.7,6,"eyetracking","6-9 mo"
"3173","babylabshimane","babylabshimane_214",12.81,7,"eyetracking","6-9 mo"
"3174","babylabshimane","babylabshimane_214",-5.52,8,"eyetracking","6-9 mo"
"3175","babylabshimane","babylabshimane_215",NA,5,"eyetracking","6-9 mo"
"3176","babylabshimane","babylabshimane_215",NA,5,"eyetracking","6-9 mo"
"3177","babylabshimane","babylabshimane_215",2.23,7,"eyetracking","6-9 mo"
"3178","babylabshimane","babylabshimane_215",-0.4,1,"eyetracking","6-9 mo"
"3179","babylabshimane","babylabshimane_215",0.58,3,"eyetracking","6-9 mo"
"3180","babylabshimane","babylabshimane_215",3.22,2,"eyetracking","6-9 mo"
"3181","babylabshimane","babylabshimane_215",-0.0999999999999996,4,"eyetracking","6-9 mo"
"3182","babylabshimane","babylabshimane_215",NA,6,"eyetracking","6-9 mo"
"3183","babylabshimane","babylabshimane_215",NA,6,"eyetracking","6-9 mo"
"3184","babylabshimane","babylabshimane_215",-0.550000000000001,8,"eyetracking","6-9 mo"
"3185","babylabshimane","babylabshimane_216",NA,1,"eyetracking","6-9 mo"
"3186","babylabshimane","babylabshimane_216",NA,1,"eyetracking","6-9 mo"
"3187","babylabshimane","babylabshimane_216",-2.02,2,"eyetracking","6-9 mo"
"3188","babylabshimane","babylabshimane_216",NA,3,"eyetracking","6-9 mo"
"3189","babylabshimane","babylabshimane_216",NA,3,"eyetracking","6-9 mo"
"3190","babylabshimane","babylabshimane_216",4.28,4,"eyetracking","6-9 mo"
"3191","babylabshimane","babylabshimane_216",NA,5,"eyetracking","6-9 mo"
"3192","babylabshimane","babylabshimane_216",NA,5,"eyetracking","6-9 mo"
"3193","babylabshimane","babylabshimane_216",2.94,6,"eyetracking","6-9 mo"
"3194","babylabshimane","babylabshimane_216",NA,7,"eyetracking","6-9 mo"
"3195","babylabshimane","babylabshimane_216",NA,7,"eyetracking","6-9 mo"
"3196","babylabshimane","babylabshimane_216",NA,8,"eyetracking","6-9 mo"
"3197","babylabshimane","babylabshimane_216",NA,8,"eyetracking","6-9 mo"
"3198","babylabuclajohnson","babylabuclajohnson_10064",2.54,5,"eyetracking","12-15 mo"
"3199","babylabuclajohnson","babylabuclajohnson_10064",NA,7,"eyetracking","12-15 mo"
"3200","babylabuclajohnson","babylabuclajohnson_10064",NA,1,"eyetracking","12-15 mo"
"3201","babylabuclajohnson","babylabuclajohnson_10064",NA,1,"eyetracking","12-15 mo"
"3202","babylabuclajohnson","babylabuclajohnson_10064",-1.5,3,"eyetracking","12-15 mo"
"3203","babylabuclajohnson","babylabuclajohnson_10064",-12.18,2,"eyetracking","12-15 mo"
"3204","babylabuclajohnson","babylabuclajohnson_10064",NA,4,"eyetracking","12-15 mo"
"3205","babylabuclajohnson","babylabuclajohnson_10064",NA,4,"eyetracking","12-15 mo"
"3206","babylabuclajohnson","babylabuclajohnson_10064",-1.53,6,"eyetracking","12-15 mo"
"3207","babylabuclajohnson","babylabuclajohnson_10064",NA,8,"eyetracking","12-15 mo"
"3208","babylabuclajohnson","babylabuclajohnson_10064",NA,8,"eyetracking","12-15 mo"
"3209","babylabuclajohnson","babylabuclajohnson_10182",7.66,5,"eyetracking","12-15 mo"
"3210","babylabuclajohnson","babylabuclajohnson_10182",14.69,7,"eyetracking","12-15 mo"
"3211","babylabuclajohnson","babylabuclajohnson_10182",14.77,1,"eyetracking","12-15 mo"
"3212","babylabuclajohnson","babylabuclajohnson_10182",NA,3,"eyetracking","12-15 mo"
"3213","babylabuclajohnson","babylabuclajohnson_10182",NA,3,"eyetracking","12-15 mo"
"3214","babylabuclajohnson","babylabuclajohnson_10182",4.75,2,"eyetracking","12-15 mo"
"3215","babylabuclajohnson","babylabuclajohnson_10182",NA,4,"eyetracking","12-15 mo"
"3216","babylabuclajohnson","babylabuclajohnson_10182",NA,4,"eyetracking","12-15 mo"
"3217","babylabuclajohnson","babylabuclajohnson_10182",2.46,6,"eyetracking","12-15 mo"
"3218","babylabuclajohnson","babylabuclajohnson_10182",NA,8,"eyetracking","12-15 mo"
"3219","babylabuclajohnson","babylabuclajohnson_10182",NA,8,"eyetracking","12-15 mo"
"3220","babylabuclajohnson","babylabuclajohnson_10361",NA,1,"eyetracking","12-15 mo"
"3221","babylabuclajohnson","babylabuclajohnson_10361",8.93,2,"eyetracking","12-15 mo"
"3222","babylabuclajohnson","babylabuclajohnson_10361",-1.12,3,"eyetracking","12-15 mo"
"3223","babylabuclajohnson","babylabuclajohnson_10361",0.609999999999999,4,"eyetracking","12-15 mo"
"3224","babylabuclajohnson","babylabuclajohnson_10361",2.17,5,"eyetracking","12-15 mo"
"3225","babylabuclajohnson","babylabuclajohnson_10361",-2.44,6,"eyetracking","12-15 mo"
"3226","babylabuclajohnson","babylabuclajohnson_10361",NA,7,"eyetracking","12-15 mo"
"3227","babylabuclajohnson","babylabuclajohnson_10361",-2.37,8,"eyetracking","12-15 mo"
"3228","babylabuclajohnson","babylabuclajohnson_10449",12.31,5,"eyetracking","12-15 mo"
"3229","babylabuclajohnson","babylabuclajohnson_10449",5.51,1,"eyetracking","12-15 mo"
"3230","babylabuclajohnson","babylabuclajohnson_10449",NA,3,"eyetracking","12-15 mo"
"3231","babylabuclajohnson","babylabuclajohnson_10449",NA,3,"eyetracking","12-15 mo"
"3232","babylabuclajohnson","babylabuclajohnson_10449",-1.5,2,"eyetracking","12-15 mo"
"3233","babylabuclajohnson","babylabuclajohnson_10449",1.45,4,"eyetracking","12-15 mo"
"3234","babylabuclajohnson","babylabuclajohnson_10449",4.86,6,"eyetracking","12-15 mo"
"3235","babylabuclajohnson","babylabuclajohnson_10449",13.37,8,"eyetracking","12-15 mo"
"3236","babylabuclajohnson","babylabuclajohnson_10502",NA,5,"eyetracking","12-15 mo"
"3237","babylabuclajohnson","babylabuclajohnson_10502",NA,5,"eyetracking","12-15 mo"
"3238","babylabuclajohnson","babylabuclajohnson_10502",1.99,7,"eyetracking","12-15 mo"
"3239","babylabuclajohnson","babylabuclajohnson_10502",-1.06,1,"eyetracking","12-15 mo"
"3240","babylabuclajohnson","babylabuclajohnson_10502",NA,3,"eyetracking","12-15 mo"
"3241","babylabuclajohnson","babylabuclajohnson_10502",NA,2,"eyetracking","12-15 mo"
"3242","babylabuclajohnson","babylabuclajohnson_10502",NA,4,"eyetracking","12-15 mo"
"3243","babylabuclajohnson","babylabuclajohnson_10502",NA,6,"eyetracking","12-15 mo"
"3244","babylabuclajohnson","babylabuclajohnson_10502",-0.84,8,"eyetracking","12-15 mo"
"3245","babylabuclajohnson","babylabuclajohnson_10542",-0.34,5,"eyetracking","12-15 mo"
"3246","babylabuclajohnson","babylabuclajohnson_10542",NA,7,"eyetracking","12-15 mo"
"3247","babylabuclajohnson","babylabuclajohnson_10542",-2.16,1,"eyetracking","12-15 mo"
"3248","babylabuclajohnson","babylabuclajohnson_10542",-2.16,3,"eyetracking","12-15 mo"
"3249","babylabuclajohnson","babylabuclajohnson_10542",0.390000000000001,2,"eyetracking","12-15 mo"
"3250","babylabuclajohnson","babylabuclajohnson_10542",-5.84,4,"eyetracking","12-15 mo"
"3251","babylabuclajohnson","babylabuclajohnson_10542",3.94,6,"eyetracking","12-15 mo"
"3252","babylabuclajohnson","babylabuclajohnson_10542",NA,8,"eyetracking","12-15 mo"
"3253","babylabuclajohnson","babylabuclajohnson_8469",-4.89,5,"eyetracking","12-15 mo"
"3254","babylabuclajohnson","babylabuclajohnson_8469",NA,7,"eyetracking","12-15 mo"
"3255","babylabuclajohnson","babylabuclajohnson_8469",NA,6,"eyetracking","12-15 mo"
"3256","babylabuclajohnson","babylabuclajohnson_8469",-9.69,8,"eyetracking","12-15 mo"
"3257","babylabuclajohnson","babylabuclajohnson_8473",-11.72,1,"eyetracking","12-15 mo"
"3258","babylabuclajohnson","babylabuclajohnson_8473",3.77,2,"eyetracking","12-15 mo"
"3259","babylabuclajohnson","babylabuclajohnson_8473",5.62,3,"eyetracking","12-15 mo"
"3260","babylabuclajohnson","babylabuclajohnson_8473",NA,4,"eyetracking","12-15 mo"
"3261","babylabuclajohnson","babylabuclajohnson_8473",-0.81,5,"eyetracking","12-15 mo"
"3262","babylabuclajohnson","babylabuclajohnson_8473",NA,6,"eyetracking","12-15 mo"
"3263","babylabuclajohnson","babylabuclajohnson_8473",NA,6,"eyetracking","12-15 mo"
"3264","babylabuclajohnson","babylabuclajohnson_8473",6.1,7,"eyetracking","12-15 mo"
"3265","babylabuclajohnson","babylabuclajohnson_8473",NA,8,"eyetracking","12-15 mo"
"3266","babylabuclajohnson","babylabuclajohnson_8473",NA,8,"eyetracking","12-15 mo"
"3267","babylabuclajohnson","babylabuclajohnson_8481",1.92,1,"eyetracking","12-15 mo"
"3268","babylabuclajohnson","babylabuclajohnson_8481",9.24,2,"eyetracking","12-15 mo"
"3269","babylabuclajohnson","babylabuclajohnson_8481",9.25,3,"eyetracking","12-15 mo"
"3270","babylabuclajohnson","babylabuclajohnson_8481",9.21,4,"eyetracking","12-15 mo"
"3271","babylabuclajohnson","babylabuclajohnson_8481",3.47,5,"eyetracking","12-15 mo"
"3272","babylabuclajohnson","babylabuclajohnson_8481",-0.45,6,"eyetracking","12-15 mo"
"3273","babylabuclajohnson","babylabuclajohnson_8481",5.65,7,"eyetracking","12-15 mo"
"3274","babylabuclajohnson","babylabuclajohnson_8481",1.86,8,"eyetracking","12-15 mo"
"3275","babylabuclajohnson","babylabuclajohnson_9606",4.81,1,"eyetracking","12-15 mo"
"3276","babylabuclajohnson","babylabuclajohnson_9606",9.37,2,"eyetracking","12-15 mo"
"3277","babylabuclajohnson","babylabuclajohnson_9606",NA,5,"eyetracking","12-15 mo"
"3278","babylabuclajohnson","babylabuclajohnson_9606",NA,6,"eyetracking","12-15 mo"
"3279","babylabuclajohnson","babylabuclajohnson_9606",NA,8,"eyetracking","12-15 mo"
"3280","babylabuclajohnson","babylabuclajohnson_9684",NA,5,"eyetracking","12-15 mo"
"3281","babylabuclajohnson","babylabuclajohnson_9684",NA,5,"eyetracking","12-15 mo"
"3282","babylabuclajohnson","babylabuclajohnson_9684",2.6,7,"eyetracking","12-15 mo"
"3283","babylabuclajohnson","babylabuclajohnson_9684",0.94,1,"eyetracking","12-15 mo"
"3284","babylabuclajohnson","babylabuclajohnson_9684",NA,3,"eyetracking","12-15 mo"
"3285","babylabuclajohnson","babylabuclajohnson_9684",4.77,2,"eyetracking","12-15 mo"
"3286","babylabuclajohnson","babylabuclajohnson_9684",8.55,4,"eyetracking","12-15 mo"
"3287","babylabuclajohnson","babylabuclajohnson_9684",NA,6,"eyetracking","12-15 mo"
"3288","babylabuclajohnson","babylabuclajohnson_9684",7.62,8,"eyetracking","12-15 mo"
"3289","babylabuclajohnson","babylabuclajohnson_9717",0.710000000000001,1,"eyetracking","12-15 mo"
"3290","babylabuclajohnson","babylabuclajohnson_9717",9.86,2,"eyetracking","12-15 mo"
"3291","babylabuclajohnson","babylabuclajohnson_9717",NA,3,"eyetracking","12-15 mo"
"3292","babylabuclajohnson","babylabuclajohnson_9717",0.77,5,"eyetracking","12-15 mo"
"3293","babylabuclajohnson","babylabuclajohnson_9717",NA,6,"eyetracking","12-15 mo"
"3294","babylabuclajohnson","babylabuclajohnson_9717",NA,6,"eyetracking","12-15 mo"
"3295","babylabuclajohnson","babylabuclajohnson_9717",2,7,"eyetracking","12-15 mo"
"3296","babylabuclajohnson","babylabuclajohnson_9717",NA,8,"eyetracking","12-15 mo"
"3297","babylabuclajohnson","babylabuclajohnson_9913",5.59,5,"eyetracking","12-15 mo"
"3298","babylabuclajohnson","babylabuclajohnson_9913",NA,7,"eyetracking","12-15 mo"
"3299","babylabuclajohnson","babylabuclajohnson_9913",NA,7,"eyetracking","12-15 mo"
"3300","babylabuclajohnson","babylabuclajohnson_9913",NA,1,"eyetracking","12-15 mo"
"3301","babylabuclajohnson","babylabuclajohnson_9913",NA,1,"eyetracking","12-15 mo"
"3302","babylabuclajohnson","babylabuclajohnson_9913",6.86,3,"eyetracking","12-15 mo"
"3303","babylabuclajohnson","babylabuclajohnson_9913",-1.96,2,"eyetracking","12-15 mo"
"3304","babylabuclajohnson","babylabuclajohnson_9913",2.89,4,"eyetracking","12-15 mo"
"3305","babylabuclajohnson","babylabuclajohnson_9913",5.45,6,"eyetracking","12-15 mo"
"3306","babylabuclajohnson","babylabuclajohnson_9913",NA,8,"eyetracking","12-15 mo"
"3307","babylabuclajohnson","babylabuclajohnson_9947",-1.54,5,"eyetracking","12-15 mo"
"3308","babylabuclajohnson","babylabuclajohnson_9947",-6.48,7,"eyetracking","12-15 mo"
"3309","babylabuclajohnson","babylabuclajohnson_9947",6.44,1,"eyetracking","12-15 mo"
"3310","babylabuclajohnson","babylabuclajohnson_9947",-2.66,3,"eyetracking","12-15 mo"
"3311","babylabuclajohnson","babylabuclajohnson_9947",NA,2,"eyetracking","12-15 mo"
"3312","babylabuclajohnson","babylabuclajohnson_9947",10.13,4,"eyetracking","12-15 mo"
"3313","babylabuclajohnson","babylabuclajohnson_9947",11.79,6,"eyetracking","12-15 mo"
"3314","babylabuclajohnson","babylabuclajohnson_9947",0.0900000000000007,8,"eyetracking","12-15 mo"
"3315","babylabuclajohnson","babylabuclajohnson_9980",6.97,1,"eyetracking","12-15 mo"
"3316","babylabuclajohnson","babylabuclajohnson_9980",9.96,2,"eyetracking","12-15 mo"
"3317","babylabuclajohnson","babylabuclajohnson_9980",2.55,3,"eyetracking","12-15 mo"
"3318","babylabuclajohnson","babylabuclajohnson_9980",2.54,4,"eyetracking","12-15 mo"
"3319","babylabuclajohnson","babylabuclajohnson_9980",-5.02,5,"eyetracking","12-15 mo"
"3320","babylabuclajohnson","babylabuclajohnson_9980",-2.71,6,"eyetracking","12-15 mo"
"3321","babylabuclajohnson","babylabuclajohnson_9980",-15.24,7,"eyetracking","12-15 mo"
"3322","babylabuclajohnson","babylabuclajohnson_9980",2.6,8,"eyetracking","12-15 mo"
"3323","babylabuclajohnson","babylabuclajohnson_9981",-0.84,1,"eyetracking","12-15 mo"
"3324","babylabuclajohnson","babylabuclajohnson_9981",NA,2,"eyetracking","12-15 mo"
"3325","babylabuclajohnson","babylabuclajohnson_9981",NA,3,"eyetracking","12-15 mo"
"3326","babylabuclajohnson","babylabuclajohnson_9981",NA,4,"eyetracking","12-15 mo"
"3327","babylabuclajohnson","babylabuclajohnson_9981",NA,6,"eyetracking","12-15 mo"
"3328","babylabuclajohnson","babylabuclajohnson_9981",NA,7,"eyetracking","12-15 mo"
"3329","babylabuclajohnson","babylabuclajohnson_10235",-3.65,1,"eyetracking","12-15 mo"
"3330","babylabuclajohnson","babylabuclajohnson_10235",10.3,2,"eyetracking","12-15 mo"
"3331","babylabuclajohnson","babylabuclajohnson_10235",2.86,3,"eyetracking","12-15 mo"
"3332","babylabuclajohnson","babylabuclajohnson_10235",-15.06,4,"eyetracking","12-15 mo"
"3333","babylabuclajohnson","babylabuclajohnson_10235",2.35,5,"eyetracking","12-15 mo"
"3334","babylabuclajohnson","babylabuclajohnson_10235",-1.92,6,"eyetracking","12-15 mo"
